,Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
2432,SAN LUIS,Belgrano,Nogolí,74014020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,SAN LUIS,Belgrano,San Pedro,74014040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,SAN LUIS,Belgrano,Villa de la Quebrada,74014030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,SAN LUIS,Belgrano,Villa General Roca,74014040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,SAN LUIS,Chacabuco,Concarán,74028010,,,,2,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,"1,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,SAN LUIS,Chacabuco,Cortaderas,74028020,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,SAN LUIS,Chacabuco,El Algarrobal,74028020,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,SAN LUIS,Chacabuco,Naschel,74028030,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,SAN LUIS,Chacabuco,Papagayos,74028040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,SAN LUIS,Chacabuco,Renca,74028050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,SAN LUIS,Chacabuco,San Pablo,74028060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,SAN LUIS,Chacabuco,Tilisarao,74028070,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,"1,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,SAN LUIS,Chacabuco,Villa del Carmen,74028080,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,SAN LUIS,Chacabuco,Villa Larca,74028090,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,SAN LUIS,Coronel Pringles,Carolina,74021010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,SAN LUIS,Coronel Pringles,El Durazno,74021060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,SAN LUIS,Coronel Pringles,El Trapiche,74021020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,SAN LUIS,Coronel Pringles,Fraga,74021030,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,SAN LUIS,Coronel Pringles,La Bajada,74021040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,SAN LUIS,Coronel Pringles,La Florida,74021050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,SAN LUIS,Coronel Pringles,La Toma,74021060,,,,,,,,,,,100,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,SAN LUIS,Coronel Pringles,Otros,Sin Datos,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,SAN LUIS,Coronel Pringles,Río Grande,74021080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,SAN LUIS,Coronel Pringles,Saladillo,74021090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"1,987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,SAN LUIS,General Pedernera,Juan Jorba,74035010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,SAN LUIS,General Pedernera,Juan Llerena,74035020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,SAN LUIS,General Pedernera,Justo Daract,74035030,,,,,,,,,,,,,,144,,7,,,,510,,,,20,,,,,,,148,,,,,,,,,,"3,226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,SAN LUIS,General Pedernera,La Angelina,74035040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,SAN LUIS,General Pedernera,La Punilla,74035040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,SAN LUIS,General Pedernera,Lavaisse,74035050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,SAN LUIS,General Pedernera,San José del Morro,74035060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,SAN LUIS,General Pedernera,Villa Mercedes,74035070,"14,402",,,,,,35,1,,,,,,8,,410,,,133,660,,112,,691,621,"17,693",,"10,015",,,674,,,,,138,,,,,"10,179",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2464,SAN LUIS,General Pedernera,Villa Salles,74035090,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,SAN LUIS,Gobernador Dupuy,Anchorena,74042010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,SAN LUIS,Gobernador Dupuy,Arizona,74042020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,SAN LUIS,Gobernador Dupuy,Bagual,74042030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,SAN LUIS,Gobernador Dupuy,Batavia,74042040,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,,,,1,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,SAN LUIS,Gobernador Dupuy,Fortuna,74042070,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,SAN LUIS,Gobernador Dupuy,La Maroma,74042080,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,SAN LUIS,Gobernador Dupuy,Navia,74042120,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,SAN LUIS,Gobernador Dupuy,Unión,74042140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,SAN LUIS,Junín,Carpinteria,74049010,,,,,,,,,,,,,,99,,,,,,,,,,67,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,SAN LUIS,Junín,Cerro de Oro,74049020,,,,,,,,,,,,,,18,,,,,,,,,,22,,,,,,,,,,,,4,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,SAN LUIS,Junín,Lafinur,74049030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,SAN LUIS,Junín,Los Cajones,74049040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,SAN LUIS,Junín,Los Molles,74049050,,,,,,,,,,,,,,2,,,,,,40,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,SAN LUIS,Junín,Merlo,74049060,34,,,,,,,,,,,,,967,,,,,,,,,,487,,,,,,,,,,,,76,,,,,"5,077",,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2484,SAN LUIS,Junín,Santa Rosa del Conlara,74049070,,,,,,,,142,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,"1,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,SAN LUIS,Junín,Talita,74049080,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,SAN LUIS,La Capital,Alto Pelado,74056010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,SAN LUIS,La Capital,Alto Pencoso,74056020,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,SAN LUIS,La Capital,Balde,74056030,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,SAN LUIS,La Capital,Beazley,74056040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,SAN LUIS,La Capital,Boca Del Tigre,74056070,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,SAN LUIS,La Capital,Cazador,74056050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,SAN LUIS,La Capital,Chosmes,74056060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,SAN LUIS,La Capital,Desaguadero,74056070,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,SAN LUIS,La Capital,El Volcán,74056080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,SAN LUIS,La Capital,Jarilla,74056090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,SAN LUIS,La Capital,Juana Koslay,74056100,,,,,,,3,,,,,,,,,86,,,,,,,,136,,,,,,,196,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,SAN LUIS,La Capital,La Punta,74056105,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,SAN LUIS,La Capital,Las Barrancas,74056070,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,SAN LUIS,La Capital,Potrero de los Funes,74056120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,SAN LUIS,La Capital,Salinas del Bebedero,74056130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,SAN LUIS,La Capital,San Jerónimo,74056140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,SAN LUIS,La Capital,San Luis,74056150,5,,,3,1.0,,125,,,,,,,,,915,,,1,,,,,950,,7,,,,,809,,,,,,,,,,"18,446",,,,,2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
2503,SAN LUIS,La Capital,Varela,74056140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,SAN LUIS,La Capital,Zanjitas,74056160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,SAN LUIS,OTROS,Otros,Sin Datos,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,,,,,1.0,,2,,,,1,,,1,,46,,,,,,,,199,,,,703,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,1,,,,1.0,,11,,,,1,,,,,37,,,,,,,,96,,,,360,,,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,SANTA CRUZ,Deseado,Caleta Olivia,78014010,324,,,4,1.0,,,"6,307",,,"1,179",,,911,,,,,,19,,,,,,728,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,SANTA CRUZ,Deseado,Cañadón Seco,78014020,31,,,1,,,,26,,,35,,,28,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,SANTA CRUZ,Deseado,Jaramillo,78014040,2,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,SANTA CRUZ,Deseado,Las Heras,78014060,,,,,1.0,,,23,,,401,,,82,,,355,,,"1,053",,,,,,"1,079",,1,,,218,,,,,,,,,,,,,,,168,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,45
2522,SANTA CRUZ,Deseado,Pico Truncado,78014070,1,,,,4.0,,,187,,,676,,,37,,,607,,,"1,057",,,,,,907,,,,,409,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,SANTA CRUZ,Deseado,Puerto Deseado,78014080,11,,,,1.0,,19,,,,1,,,,,183,,,,,,,,614,,,,,,,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,SANTA CRUZ,Deseado,Tellier,78014090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,,,,,1.0,,,10,,,1,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,SANTA CRUZ,Güer Aike,Mina 3,78021030,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,SANTA CRUZ,Güer Aike,Río Gallegos,78021040,2,3.0,,8,6.0,,172,,,,1,,,4,,"1,622",,,14,13,,17,,971,9,166,,"2,308",,,"1,640",,,940,,386,,,,152,"1,865",,,,,93,,,,427.0,,,,26,,,,,"3,847",,,,,,,,,,,104,,,,,,,,,105
2529,SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,,,,,1.0,,2,,,,1,,,,,4,,,,,,,,24,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,SANTA CRUZ,Lago Argentino,El Calafate,78028010,4,,,2,1.0,,,38,,,1,,,"1,430",,,,,"1,707",3,,,,8,,"3,388",,,,,160,,,,,97,,,,,,,,,,7,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
2531,SANTA CRUZ,Lago Argentino,El Chaltén,78028020,2,,,1,,,,,,,,,,365,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,4,,,1,1.0,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,3,,,1,1.0,,,1,,,,,,,,,,,,,,,,,,"2,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,SANTA CRUZ,Magallanes,Puerto San Julián,78042010,4,,,2,2.0,,12,,,,1,,,,,109,,,,,,,,406,,,,"1,973",,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,SANTA CRUZ,OTROS,Otros,Sin Datos,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,1,,,3,1.0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,SANTA FE,9 de Julio,Esteban Rams,82077010,,,,2,,,,,,,,,,,,,,,,,,29,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,SANTA FE,9 de Julio,Gato Colorado,82077020,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,,,,3,,,,,,,,,,,,,,,,,,135,,,,7,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,SANTA FE,9 de Julio,Logroño,82077040,,,,,,,,,,,,,,,,,,,,,,37,,,,7,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,SANTA FE,9 de Julio,Montefiore,82077050,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,SANTA FE,9 de Julio,Pozo Borrado,82077060,,,,,,,,,,,,,,,,,,,,,,112,,,,12,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,SANTA FE,9 de Julio,San Bernardo,82077065,,,,,,,,,,,,,,,,,,,,,,91,,,,12,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,SANTA FE,9 de Julio,Santa Margarita,82077070,,,,5,,,,,,,,,,,,,,,,,,87,,,,7,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,SANTA FE,9 de Julio,Tostado,82077080,,,,2,,,,,,,,,,3,,,,,,6,,"1,518",,,,"1,170",,,,,,,,,,,,,,,363,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,
2548,SANTA FE,9 de Julio,Villa Minetti,82077090,,,,5,,,,,,,,,,,,,,,,,,221,,,,36,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2549,SANTA FE,Belgrano,Armstrong,82007010,,,,,,,,13,,,8,,,199,,,,,145,239,,,,,,707,,,,,60,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
